,start_type,end_type
1676,ADP,.
1677,ADP,.
1678,PRON,.
1679,PRON,.
1680,VERB,.
1681,ADP,.
1682,CONJ,.
1683,VERB,.
1684,PRON,.
1685,DET,.
1686,PRON,.
1687,ADP,.
1688,ADP,.
1689,ADJ,.
1690,DET,.
1691,ADP,.
1692,CONJ,.
1693,ADV,.
1694,VERB,.
1695,PRON,.
1696,PRON,.
1697,ADP,.
1698,DET,.
1699,PRON,.
1700,ADV,.
1701,ADP,.
1702,.,.
1703,PRON,.
1704,DET,.
1705,DET,.
1706,PRON,.
1707,PRON,.
1708,NOUN,.
1709,CONJ,.
1710,ADV,.
1711,.,.
1712,PRON,.
1713,DET,.
1714,.,.
1715,ADP,.
1716,DET,.
1717,NOUN,NOUN
1718,DET,.
1719,NOUN,NOUN
1720,PRT,.
1721,DET,.
1722,ADP,.
1723,VERB,.
1724,DET,.
1725,NOUN,NOUN
1726,PRON,.
1727,PRON,.
1728,.,.
1729,ADP,.
1730,ADV,.
1731,DET,.
1732,NOUN,.
1733,ADP,.
1734,ADJ,.
1735,ADP,.
1736,ADV,.
1737,ADP,.
1738,ADP,NOUN
1739,NOUN,.
1740,NUM,.
1741,ADJ,.
1742,DET,.
1743,NOUN,.
1744,VERB,.
1745,DET,.
1746,PRON,.
1747,DET,.
1748,NOUN,.
1749,ADP,.
1750,NOUN,.
1751,ADP,.
1752,DET,.
1753,PRON,.
1754,DET,.
1755,DET,.
1756,DET,.
1757,NOUN,.
1758,DET,.
1759,ADP,.
1760,PRON,.
1761,DET,.
1762,DET,.
1763,.,.
1764,.,.
1765,ADJ,.
1766,.,.
1767,DET,.
1768,DET,.
1769,NOUN,.
1770,NOUN,.
1771,DET,.
1772,CONJ,.
1773,NOUN,.
1774,NOUN,.
1775,ADV,.
1776,NOUN,.
1777,NOUN,.
1778,ADJ,.
1779,DET,.
1780,ADP,.
1781,PRON,.
1782,PRT,.
1783,PRT,.
1784,DET,.
1785,ADP,.
1786,PRON,.
1787,.,.
1788,ADP,.
1789,DET,.
1790,DET,.
1791,ADP,.
1792,DET,.
1793,ADV,.
1794,PRON,.
1795,VERB,.
1796,PRON,.
1797,DET,.
1798,DET,.
1799,PRON,.
1800,PRON,.
1801,PRON,.
1802,ADP,.
1803,PRON,.
1804,ADV,.
1805,CONJ,.
1806,DET,.
1807,PRT,.
1808,PRON,.
1809,CONJ,.
1810,PRON,.
1811,.,.
1812,ADV,.
1813,ADJ,.
1814,DET,.
1815,DET,.
1816,ADV,.
1817,PRON,.
1818,PRON,.
1819,NOUN,.
1820,ADP,.
1821,.,.
1822,.,.
1823,ADP,.
1824,NUM,.
1825,VERB,.
1826,.,.
1827,DET,.
1828,ADJ,.
1829,NOUN,.
1830,ADV,.
1831,DET,.
1832,DET,.
1833,ADP,.
1834,ADV,.
1835,.,.
1836,ADV,.
1837,PRON,.
1838,NOUN,.
1839,.,.
1840,PRON,.
1841,PRON,.
1842,PRON,.
1843,ADV,.
1844,ADP,NOUN
1845,DET,.
1846,PRON,.
1847,DET,.
1848,PRON,.
1849,ADV,.
1850,DET,.
1851,NUM,.
1852,DET,.
1853,ADV,.
1854,NOUN,.
1855,PRON,.
1856,ADV,.
1857,DET,.
1858,ADP,.
1859,DET,.
1860,PRT,.
1861,VERB,.
1862,DET,.
1863,NOUN,.
1864,.,.
1865,PRON,.
1866,NOUN,.
1867,NOUN,.
1868,PRON,.
1869,ADV,.
1870,NOUN,.
1871,DET,.
1872,DET,.
1873,ADP,.
1874,DET,.
1875,NOUN,.
1876,ADV,.
1877,ADJ,.
1878,NOUN,.
1879,CONJ,.
1880,DET,.
1881,DET,.
1882,CONJ,.
1883,NOUN,.
1884,ADV,.
1885,VERB,.
1886,ADV,.
1887,ADV,.
1888,CONJ,.
1889,NOUN,.
1890,.,.
1891,ADJ,NOUN
1892,PRT,.
1893,PRON,.
1894,ADP,.
1895,.,.
1896,ADP,.
1897,PRON,.
1898,DET,.
1899,ADP,.
1900,ADP,.
1901,ADP,.
1902,NOUN,.
1903,DET,.
1904,NUM,NOUN
1905,PRON,.
1906,PRON,.
1907,.,.
1908,DET,.
1909,ADP,.
1910,ADV,.
1911,DET,.
1912,ADP,.
1913,ADV,.
1914,CONJ,.
1915,NOUN,NOUN
1916,PRON,.
1917,NOUN,.
1918,PRON,.
1919,.,.
1920,ADP,.
1921,.,.
1922,VERB,.
1923,ADV,.
1924,NOUN,.
1925,PRON,.
1926,ADP,.
1927,VERB,.
1928,PRON,.
1929,NOUN,.
1930,ADJ,.
1931,NOUN,.
1932,DET,.
1933,DET,.
1934,VERB,.
1935,NOUN,.
1936,ADJ,.
1937,PRON,.
1938,CONJ,.
1939,DET,.
1940,ADP,.
1941,DET,.
1942,DET,.
1943,PRON,.
1944,DET,.
1945,.,.
1946,PRON,.
1947,ADJ,.
1948,ADP,.
1949,CONJ,.
1950,ADJ,NOUN
1951,.,.
1952,NOUN,.
1953,ADP,.
1954,DET,.
1955,DET,.
1956,PRT,.
1957,ADJ,.
1958,ADP,.
1959,ADV,.
1960,PRON,.
1961,DET,.
1962,PRON,.
1963,PRON,.
1964,ADV,.
1965,ADP,.
1966,CONJ,.
1967,.,.
1968,NOUN,.
1969,.,.
1970,.,.
1971,PRON,.
1972,ADJ,.
1973,VERB,NOUN
1974,ADJ,.
1975,ADJ,.
1976,PRT,.
1977,PRON,.
1978,PRON,.
1979,.,.
1980,NOUN,.
1981,PRON,.
1982,ADP,.
1983,PRT,.
1984,VERB,.
1985,ADP,.
1986,ADJ,.
1987,DET,.
1988,PRON,.
1989,VERB,.
1990,DET,.
1991,NOUN,.
1992,PRON,.
1993,DET,.
1994,NOUN,.
1995,DET,.
1996,PRON,.
1997,.,.
1998,ADP,.
1999,DET,.
2000,DET,.
2001,DET,.
2002,VERB,.
2003,DET,.
2004,NUM,.
2005,PRT,.
2006,NOUN,.
2007,PRON,.
2008,CONJ,.
2009,NUM,.
2010,ADP,.
2011,NUM,.
2012,NUM,NUM
2013,ADV,.
2014,PRON,.
2015,PRON,.
2016,ADP,.
2017,ADV,.
2018,ADV,.
2019,PRON,.
2020,ADV,.
2021,ADJ,.
2022,PRON,.
2023,NOUN,.
2024,.,.
2025,PRON,.
2026,ADP,.
2027,NOUN,NOUN
2028,CONJ,.
2029,ADV,.
2030,ADV,.
2031,NOUN,.
2032,PRT,.
2033,ADJ,.
2034,DET,.
2035,DET,.
2036,DET,.
2037,PRON,.
2038,.,.
2039,ADP,.
2040,.,.
2041,ADP,.
2042,PRON,.
2043,NOUN,.
2044,PRON,.
2045,ADP,.
2046,DET,.
2047,.,.
2048,ADP,.
2049,NUM,.
2050,.,.
2051,DET,.
2052,ADP,.
2053,ADP,.
2054,PRON,.
2055,ADV,.
2056,DET,.
2057,ADJ,.
2058,DET,.
2059,PRT,.
2060,.,.
2061,PRON,.
2062,ADV,.
2063,NOUN,.
2064,ADV,.
2065,ADV,.
2066,VERB,.
2067,PRON,.
2068,CONJ,.
2069,ADV,.
2070,.,.
2071,ADV,.
2072,NOUN,.
2073,DET,.
2074,NOUN,.
2075,PRON,.
2076,ADJ,.
2077,.,.
2078,ADP,.
2079,CONJ,.
2080,CONJ,.
2081,NOUN,.
2082,DET,.
2083,DET,.
2084,.,.
2085,.,.
2086,DET,.
2087,PRON,.
2088,PRT,.
2089,ADP,.
2090,DET,.
2091,ADV,.
2092,ADP,.
2093,PRON,.
2094,PRON,.
2095,NOUN,.
2096,VERB,.
2097,PRON,.
2098,NOUN,.
2099,ADP,.
2100,DET,.
2101,ADP,.
2102,DET,.
2103,ADP,.
2104,DET,.
2105,VERB,.
2106,DET,.
2107,ADV,.
2108,NOUN,.
2109,PRON,.
2110,ADV,.
2111,NOUN,.
2112,PRT,.
2113,NOUN,.
2114,PRON,.
2115,DET,.
2116,ADP,.
2117,PRON,.
2118,.,.
2119,PRON,.
2120,PRON,.
2121,PRON,.
2122,PRT,.
2123,NOUN,.
2124,DET,.
2125,NUM,.
2126,ADV,.
2127,NOUN,.
2128,DET,.
2129,PRT,.
2130,DET,.
2131,ADV,.
2132,ADJ,.
2133,DET,.
2134,PRON,.
2135,NOUN,.
2136,DET,.
2137,CONJ,.
2138,ADP,.
2139,CONJ,.
2140,NOUN,.
2141,PRON,.
2142,ADV,.
2143,ADV,.
2144,ADP,.
2145,NOUN,.
2146,.,.
2147,ADV,.
2148,DET,.
2149,DET,.
2150,PRON,.
2151,ADP,.
2152,DET,.
2153,ADP,NOUN
2154,ADV,.
2155,PRON,.
2156,PRON,.
2157,PRON,.
2158,DET,.
2159,DET,.
2160,ADP,.
2161,ADV,.
2162,PRON,.
2163,ADV,.
2164,.,.
2165,CONJ,.
2166,PRON,.
2167,PRON,.
2168,VERB,.
2169,DET,.
2170,PRT,.
2171,ADJ,.
2172,ADP,.
2173,PRON,.
2174,PRT,.
2175,ADP,.
2176,ADP,.
2177,DET,.
2178,PRON,.
2179,PRON,.
2180,DET,.
2181,DET,.
2182,PRON,.
2183,ADP,.
2184,DET,.
2185,PRON,.
2186,DET,.
2187,DET,.
2188,CONJ,.
2189,ADP,.
2190,ADV,.
2191,DET,.
2192,ADP,.
2193,.,.
2194,.,.
2195,ADP,.
2196,DET,.
2197,DET,.
2198,PRON,.
2199,VERB,.
2200,DET,.
2201,ADJ,.
2202,PRON,.
2203,NOUN,.
2204,ADJ,.
2205,NOUN,.
2206,PRON,.
2207,ADP,.
2208,NOUN,.
2209,PRON,.
2210,DET,.
2211,NOUN,.
2212,ADV,.
2213,.,.
2214,PRON,.
2215,DET,.
2216,ADP,.
2217,ADP,.
2218,PRON,.
2219,NOUN,.
2220,ADV,.
2221,ADV,.
2222,NOUN,.
2223,ADP,.
2224,CONJ,.
2225,DET,.
2226,PRON,.
2227,ADP,.
2228,ADJ,.
2229,.,.
2230,.,.
2231,NOUN,.
2232,NOUN,.
2233,ADV,.
2234,PRON,.
2235,NOUN,.
2236,NOUN,.
2237,DET,.
2238,ADP,.
2239,.,.
2240,NOUN,.
2241,DET,.
2242,VERB,.
2243,ADJ,.
2244,PRON,.
2245,.,.
2246,DET,.
2247,PRON,.
2248,PRON,.
2249,VERB,.
2250,PRON,.
2251,DET,.
2252,PRON,.
2253,CONJ,.
2254,PRON,.
2255,.,.
2256,.,.
2257,NOUN,.
2258,PRON,.
2259,ADP,.
2260,CONJ,.
2261,PRON,.
2262,ADP,.
2263,ADV,.
2264,DET,.
2265,ADP,.
2266,.,.
2267,DET,.
2268,VERB,.
2269,DET,.
2270,CONJ,.
2271,NOUN,VERB
2272,ADV,.
2273,ADJ,.
2274,PRON,.
2275,VERB,.
2276,PRON,.
2277,.,.
2278,.,.
2279,.,.
2280,ADJ,.
2281,ADP,.
2282,ADP,.
2283,DET,.
2284,ADP,.
2285,DET,.
2286,.,.
2287,PRT,.
2288,DET,.
2289,DET,.
2290,NOUN,.
2291,NOUN,.
2292,PRON,.
2293,NOUN,.
2294,NOUN,.
2295,PRON,.
2296,NOUN,.
2297,DET,.
2298,DET,.
2299,PRON,.
2300,PRON,.
2301,.,.
2302,CONJ,.
2303,PRT,.
2304,ADP,.
2305,NOUN,.
2306,ADP,.
2307,PRON,.
2308,DET,.
2309,ADP,.
2310,CONJ,.
2311,NOUN,.
2312,PRT,.
2313,ADP,.
2314,NOUN,.
2315,PRT,.
2316,VERB,.
2317,DET,.
2318,DET,.
2319,ADP,.
2320,ADV,.
2321,NOUN,.
2322,PRON,.
2323,PRON,.
2324,.,.
2325,NOUN,.
2326,.,.
2327,PRON,.
2328,PRON,.
2329,ADV,.
2330,PRON,.
2331,.,.
2332,DET,.
2333,NOUN,.
2334,DET,.
2335,ADV,.
2336,PRT,.
2337,ADJ,.
2338,NOUN,.
2339,NOUN,.
2340,VERB,.
2341,PRON,.
2342,ADP,.
2343,.,.
2344,ADP,.
2345,NOUN,.
2346,ADP,.
2347,.,.
2348,DET,.
2349,ADV,.
2350,ADV,.
2351,CONJ,.
2352,CONJ,.
2353,DET,.
2354,DET,.
2355,DET,.
2356,PRT,.
2357,NOUN,.
2358,NOUN,.
2359,PRON,.
2360,DET,.
2361,ADP,.
2362,ADV,.
2363,NOUN,.
2364,NOUN,.
2365,DET,.
2366,NOUN,.
2367,.,.
2368,DET,.
2369,ADJ,.
2370,NOUN,NOUN
2371,ADP,.
2372,DET,.
2373,DET,.
2374,CONJ,.
2375,DET,.
2376,PRON,.
2377,DET,.
2378,ADP,.
2379,DET,.
2380,DET,.
2381,DET,.
2382,ADJ,.
2383,ADJ,.
2384,ADJ,.
2385,DET,.
2386,ADP,.
2387,CONJ,.
2388,ADP,.
2389,ADV,.
2390,ADV,.
2391,NOUN,.
2392,PRON,.
2393,DET,.
2394,PRT,.
2395,NOUN,.
2396,DET,.
2397,DET,NOUN
2398,CONJ,.
2399,CONJ,.
2400,DET,.
2401,.,.
2402,VERB,NOUN
2403,DET,.
2404,NUM,.
2405,PRT,.
2406,ADV,.
2407,ADP,.
2408,DET,.
2409,PRON,.
2410,.,.
2411,.,.
2412,PRON,.
2413,NOUN,.
2414,CONJ,.
2415,PRON,.
2416,PRON,.
2417,.,.
2418,PRON,.
2419,DET,.
2420,DET,.
2421,NOUN,.
2422,NOUN,.
2423,PRON,.
2424,ADV,.
2425,DET,.
2426,PRON,.
2427,ADP,.
2428,ADV,.
2429,ADP,.
2430,CONJ,.
2431,ADP,.
2432,PRON,.
2433,DET,.
2434,PRON,.
2435,NUM,.
2436,DET,.
2437,PRON,.
2438,DET,.
2439,ADP,.
2440,PRT,.
2441,NOUN,.
2442,ADP,.
2443,PRON,.
2444,ADJ,.
2445,NOUN,.
2446,DET,.
2447,NOUN,.
2448,PRT,.
2449,PRON,.
2450,ADV,.
2451,DET,.
2452,PRON,.
2453,CONJ,.
2454,DET,.
2455,ADJ,.
2456,.,.
2457,VERB,.
2458,ADP,.
2459,PRON,.
2460,ADP,.
2461,PRON,.
2462,DET,.
2463,DET,.
2464,NOUN,.
2465,NOUN,.
2466,ADV,.
2467,DET,.
2468,.,.
2469,ADP,.
2470,VERB,.
2471,DET,.
2472,.,.
2473,NOUN,.
2474,DET,.
2475,DET,.
2476,DET,.
2477,VERB,.
2478,.,.
2479,VERB,.
2480,ADV,.
2481,ADV,.
2482,PRON,.
2483,DET,DET
2484,VERB,.
2485,PRON,.
2486,PRON,.
2487,DET,.
2488,NUM,.
2489,DET,.
2490,CONJ,.
2491,ADV,.
2492,PRT,.
2493,PRON,.
2494,DET,.
2495,ADJ,.
2496,CONJ,.
2497,DET,.
2498,ADV,.
2499,.,.
2500,.,.
2501,NOUN,.
2502,DET,.
2503,ADP,.
2504,PRON,.
2505,DET,.
2506,.,.
2507,DET,.
2508,DET,.
2509,DET,.
2510,DET,.
2511,PRON,.
2512,CONJ,.
2513,ADV,.
2514,.,.
2515,PRON,.
2516,PRON,.
2517,PRON,.
2518,DET,.
2519,NOUN,.
2520,ADP,.
2521,PRT,.
2522,PRT,.
2523,PRON,.
2524,NOUN,.
2525,ADV,.
2526,PRON,.
2527,.,.
2528,DET,.
2529,NOUN,.
2530,DET,.
2531,NOUN,.
2532,CONJ,.
2533,DET,.
2534,VERB,NOUN
2535,DET,.
2536,DET,.
2537,.,.
2538,DET,.
2539,NOUN,.
2540,ADJ,NOUN
2541,DET,.
2542,DET,.
2543,NOUN,.
2544,DET,.
2545,ADV,.
2546,NOUN,.
2547,NOUN,.
2548,ADV,.
2549,ADV,.
2550,PRON,.
2551,PRT,.
2552,DET,.
2553,NOUN,.
2554,PRT,.
2555,DET,.
2556,.,.
2557,CONJ,.
2558,NOUN,.
2559,PRON,.
2560,ADP,.
2561,.,.
2562,VERB,.
2563,DET,.
2564,.,.
2565,DET,.
2566,ADP,.
2567,CONJ,.
2568,PRON,.
2569,CONJ,.
2570,ADV,.
2571,ADV,.
2572,ADP,.
2573,PRON,.
2574,ADV,.
2575,PRON,.
2576,ADP,.
2577,DET,.
2578,PRT,.
2579,.,.
2580,NOUN,.
2581,.,.
2582,DET,.
2583,ADP,.
2584,NOUN,.
2585,PRT,.
2586,NUM,.
2587,PRT,.
2588,DET,.
2589,NOUN,.
2590,PRON,.
2591,DET,.
2592,PRON,.
2593,ADP,.
2594,.,.
2595,DET,.
2596,ADV,.
2597,PRON,.
2598,ADV,.
2599,ADP,.
2600,PRON,.
2601,PRON,.
2602,NOUN,.
2603,DET,.
2604,ADV,.
2605,ADP,.
2606,VERB,.
2607,DET,.
2608,DET,.
2609,CONJ,.
2610,DET,.
2611,ADV,.
2612,ADP,.
2613,DET,.
2614,ADP,.
2615,DET,.
2616,VERB,.
2617,DET,.
2618,CONJ,.
2619,PRON,.
2620,PRON,.
2621,NOUN,.
2622,CONJ,.
2623,ADV,.
2624,PRON,.
2625,PRON,.
2626,CONJ,.
2627,PRT,.
2628,PRT,.
2629,ADP,.
2630,ADV,.
2631,PRON,.
2632,DET,.
2633,DET,.
2634,VERB,.
2635,NOUN,.
2636,PRON,.
2637,DET,.
2638,DET,.
2639,DET,.
2640,.,.
2641,ADP,.
2642,ADP,.
2643,NOUN,.
2644,.,.
2645,PRON,.
2646,DET,.
2647,ADP,.
2648,DET,.
2649,NUM,.
2650,NOUN,.
2651,ADJ,.
2652,.,.
2653,DET,.
2654,DET,.
2655,CONJ,.
2656,VERB,.
2657,PRON,.
2658,.,.
2659,NOUN,.
2660,ADV,.
2661,DET,.
2662,PRON,.
2663,ADV,.
2664,CONJ,.
2665,CONJ,.
2666,DET,.
2667,.,.
2668,PRON,.
2669,NOUN,.
2670,DET,.
2671,.,.
2672,PRON,.
2673,NOUN,.
2674,PRON,.
2675,PRT,.
2676,NOUN,.
2677,DET,.
2678,ADV,.
2679,DET,.
2680,ADP,.
2681,DET,.
2682,CONJ,.
2683,PRT,.
2684,DET,.
2685,NOUN,.
2686,DET,.
2687,.,.
2688,NOUN,.
2689,NUM,.
2690,.,.
2691,ADP,.
2692,NOUN,.
2693,NOUN,.
2694,.,.
2695,NOUN,NOUN
2696,PRON,.
2697,ADP,.
2698,DET,.
2699,DET,.
2700,.,.
2701,DET,.
2702,ADV,.
2703,DET,.
2704,ADP,.
2705,PRON,.
2706,DET,.
2707,PRON,.
2708,NUM,.
2709,CONJ,.
2710,PRON,.
2711,ADV,.
2712,PRON,.
2713,DET,.
2714,DET,.
2715,PRON,.
2716,ADV,.
2717,DET,.
2718,CONJ,.
2719,NOUN,.
2720,PRON,.
2721,NOUN,.
2722,ADP,.
2723,NOUN,.
2724,PRON,.
2725,DET,.
2726,ADJ,.
2727,DET,.
2728,NOUN,.
2729,PRT,.
2730,.,.
2731,.,.
2732,PRON,.
2733,ADV,.
2734,DET,.
2735,NOUN,.
2736,DET,.
2737,PRT,.
2738,.,.
2739,PRON,.
2740,ADV,.
2741,ADV,.
2742,NOUN,.
2743,.,.
2744,.,.
2745,ADP,.
2746,DET,.
2747,PRON,.
2748,PRT,.
2749,DET,.
2750,CONJ,.
2751,PRON,.
2752,.,.
2753,CONJ,.
2754,ADP,.
2755,PRON,CONJ
2756,DET,.
2757,PRT,.
2758,PRT,.
2759,ADP,.
2760,VERB,.
2761,VERB,.
2762,VERB,.
2763,ADP,.
2764,CONJ,.
2765,DET,.
2766,PRON,.
2767,.,.
2768,DET,.
2769,NOUN,.
2770,NOUN,.
2771,PRON,.
2772,CONJ,.
2773,PRON,.
2774,PRON,.
2775,DET,.
2776,DET,.
2777,PRON,.
2778,ADJ,.
2779,.,.
2780,DET,.
2781,PRON,.
2782,.,.
2783,PRON,.
2784,NOUN,.
2785,.,.
2786,DET,.
2787,ADP,.
2788,PRON,.
2789,DET,.
2790,PRON,.
2791,CONJ,.
2792,ADV,.
2793,.,.
2794,PRON,.
2795,PRT,.
2796,ADP,.
2797,DET,.
2798,PRT,.
2799,DET,.
2800,CONJ,.
2801,.,.
2802,ADV,.
2803,DET,.
2804,DET,.
2805,DET,.
2806,PRT,.
2807,PRON,.
2808,ADV,.
2809,PRON,.
2810,PRT,.
2811,PRON,.
2812,.,.
2813,DET,.
2814,NOUN,.
2815,DET,.
2816,PRON,.
2817,PRON,.
2818,ADJ,.
2819,CONJ,.
2820,DET,.
2821,.,.
2822,DET,.
2823,DET,.
2824,ADV,.
2825,NOUN,.
2826,DET,.
2827,DET,.
2828,DET,.
2829,NOUN,.
2830,PRON,.
2831,ADP,.
2832,PRON,.
2833,DET,.
2834,VERB,.
2835,NOUN,NOUN
2836,NOUN,.
2837,VERB,.
2838,ADJ,NOUN
2839,CONJ,.
2840,.,.
2841,DET,.
2842,PRON,.
2843,NOUN,.
2844,NOUN,.
2845,.,.
2846,DET,.
2847,NOUN,.
2848,ADP,.
2849,ADP,.
2850,ADV,.
2851,ADP,.
2852,ADP,.
2853,ADP,.
2854,PRON,.
2855,NOUN,.
2856,ADP,.
2857,.,.
2858,ADP,.
2859,.,.
2860,DET,.
2861,.,NOUN
2862,PRON,.
2863,DET,.
2864,DET,.
2865,ADV,.
2866,ADP,.
2867,PRON,.
2868,DET,.
2869,NOUN,.
2870,DET,.
2871,ADP,.
2872,VERB,.
2873,ADV,.
2874,PRON,.
2875,.,.
2876,CONJ,.
2877,PRT,.
2878,DET,.
2879,DET,.
2880,ADP,.
2881,VERB,.
2882,DET,.
2883,NOUN,.
2884,PRON,.
2885,NUM,.
2886,ADP,.
2887,DET,.
2888,PRON,.
2889,DET,.
2890,DET,.
2891,DET,.
2892,PRON,.
2893,DET,.
2894,DET,.
2895,ADJ,.
2896,DET,.
2897,DET,.
2898,PRON,.
2899,PRON,.
2900,ADV,.
2901,VERB,.
2902,PRON,.
2903,DET,.
2904,NOUN,.
2905,ADV,.
2906,DET,.
2907,PRT,.
2908,ADP,.
2909,ADV,.
2910,DET,.
2911,NOUN,.
2912,NOUN,.
2913,ADP,.
2914,NUM,.
2915,ADV,.
2916,CONJ,.
2917,ADP,.
2918,ADV,.
2919,PRON,.
2920,NOUN,.
2921,DET,.
2922,VERB,.
2923,DET,.
2924,DET,.
2925,ADP,.
2926,NOUN,.
2927,VERB,.
2928,DET,.
2929,ADP,.
2930,PRT,.
2931,DET,.
2932,VERB,.
2933,ADV,.
2934,ADP,.
2935,ADP,.
2936,CONJ,.
2937,DET,.
2938,CONJ,.
2939,PRON,.
2940,DET,.
2941,ADP,.
2942,ADP,.
2943,ADP,.
2944,DET,.
2945,DET,.
2946,DET,.
2947,PRON,.
2948,NUM,.
2949,VERB,.
2950,DET,.
2951,ADV,.
2952,ADV,.
2953,ADP,.
2954,PRON,.
2955,DET,.
2956,VERB,.
2957,PRON,.
2958,NOUN,.
2959,ADP,.
2960,ADP,.
2961,NOUN,.
2962,ADV,.
2963,ADJ,.
2964,DET,.
2965,CONJ,.
2966,NUM,.
2967,ADP,.
2968,CONJ,.
2969,PRON,.
2970,CONJ,.
2971,ADJ,.
2972,ADP,.
2973,ADV,.
2974,DET,.
2975,VERB,.
2976,DET,.
2977,NOUN,.
2978,ADJ,.
2979,PRON,.
2980,NOUN,.
2981,ADJ,NOUN
2982,.,.
2983,ADV,.
2984,ADP,.
2985,NOUN,.
2986,DET,.
2987,PRON,.
2988,DET,.
2989,DET,.
2990,NOUN,.
2991,NOUN,.
2992,ADV,.
2993,ADP,.
2994,NOUN,.
2995,ADP,.
2996,VERB,.
2997,ADJ,NOUN
2998,NOUN,.
2999,PRT,.
3000,ADP,.
3001,PRON,.
3002,CONJ,.
3003,NOUN,NOUN
3004,DET,.
3005,DET,.
3006,NUM,.
3007,NOUN,.
3008,NOUN,.
3009,ADP,.
3010,DET,.
3011,DET,.
3012,ADP,.
3013,VERB,.
3014,PRON,.
3015,PRON,.
3016,DET,.
3017,ADV,.
3018,ADP,.
3019,NOUN,.
3020,NOUN,.
3021,NUM,.
3022,NOUN,.
3023,PRT,.
3024,ADV,.
3025,ADJ,.
3026,CONJ,.
3027,ADP,.
3028,DET,.
3029,ADV,.
3030,PRON,.
3031,NOUN,.
3032,ADP,.
3033,CONJ,.
3034,DET,.
3035,ADP,.
3036,VERB,.
3037,NOUN,.
3038,PRON,.
3039,ADV,.
3040,.,.
3041,ADP,.
3042,ADP,.
3043,DET,.
3044,DET,.
3045,PRON,.
3046,ADP,.
3047,ADV,.
3048,CONJ,.
3049,PRT,.
3050,ADV,.
3051,DET,.
3052,DET,.
3053,.,.
3054,PRT,.
3055,DET,.
3056,NOUN,.
3057,PRON,.
3058,NOUN,.
3059,CONJ,.
3060,CONJ,.
3061,ADP,.
3062,PRT,.
3063,ADV,.
3064,PRON,.
3065,NOUN,.
3066,VERB,.
3067,DET,.
3068,.,.
3069,DET,.
3070,PRON,.
3071,ADP,.
3072,NOUN,.
3073,.,.
3074,ADV,.
3075,ADP,.
3076,DET,.
3077,VERB,.
3078,.,.
3079,.,.
3080,DET,.
3081,PRT,.
3082,PRON,.
3083,ADP,.
3084,DET,.
3085,NOUN,NOUN
3086,PRON,.
3087,VERB,.
3088,PRT,.
3089,ADV,.
3090,DET,.
3091,ADP,.
3092,.,.
3093,DET,.
3094,ADP,.
3095,ADV,.
3096,PRT,.
3097,ADV,.
3098,ADP,.
3099,DET,.
3100,NOUN,NOUN
3101,ADJ,.
3102,NOUN,.
3103,DET,.
3104,ADP,.
3105,DET,.
3106,PRON,.
3107,NOUN,.
3108,PRT,.
3109,CONJ,.
3110,.,.
3111,NOUN,NOUN
3112,PRON,.
3113,CONJ,.
3114,CONJ,.
3115,DET,.
3116,CONJ,.
3117,ADV,.
3118,ADV,.
3119,CONJ,.
3120,CONJ,.
3121,ADV,.
3122,PRON,.
3123,NOUN,.
3124,CONJ,.
3125,CONJ,.
3126,PRON,.
3127,NOUN,.
3128,CONJ,.
3129,ADV,.
3130,DET,.
3131,ADV,.
3132,PRON,.
3133,.,.
3134,NUM,.
3135,DET,.
3136,DET,.
3137,ADV,.
3138,DET,.
3139,PRON,.
3140,ADV,.
3141,DET,.
3142,DET,.
3143,ADP,.
3144,DET,.
3145,ADJ,.
3146,PRON,.
3147,DET,.
3148,DET,.
3149,NOUN,.
3150,ADJ,.
3151,DET,.
3152,ADV,.
3153,NOUN,.
3154,DET,.
3155,DET,.
3156,NOUN,.
3157,PRON,.
3158,ADP,.
3159,ADV,.
3160,ADP,.
3161,PRON,.
3162,DET,.
3163,ADP,.
3164,ADP,.
3165,PRT,.
3166,ADV,.
3167,DET,.
3168,PRON,.
3169,NOUN,.
3170,PRT,.
3171,PRON,.
3172,PRT,.
3173,PRT,.
3174,NOUN,.
3175,ADJ,.
3176,ADP,.
3177,DET,.
3178,ADJ,.
3179,ADV,.
3180,CONJ,.
3181,VERB,.
3182,DET,.
3183,PRON,.
3184,ADJ,.
3185,PRT,.
3186,NOUN,.
3187,CONJ,.
3188,DET,.
3189,ADJ,.
3190,DET,.
3191,ADP,.
3192,DET,.
3193,PRON,.
3194,VERB,.
3195,DET,.
3196,ADV,.
3197,DET,.
3198,PRON,.
3199,PRON,.
3200,PRON,.
3201,ADP,.
3202,DET,.
3203,ADV,.
3204,NOUN,.
3205,ADV,.
3206,ADV,.
3207,PRON,.
3208,PRON,.
3209,NOUN,.
3210,DET,NOUN
3211,NUM,.
3212,DET,.
3213,NUM,.
3214,NOUN,.
3215,NOUN,.
3216,DET,.
3217,NOUN,.
3218,ADV,.
3219,DET,.
3220,NOUN,.
3221,DET,.
3222,PRON,.
3223,PRON,.
3224,.,.
3225,ADP,.
3226,ADP,.
3227,PRON,.
3228,ADP,.
3229,DET,.
3230,NOUN,.
3231,ADV,.
3232,ADV,.
3233,.,.
3234,DET,.
3235,CONJ,.
3236,.,.
3237,DET,.
3238,CONJ,.
3239,PRON,.
3240,NOUN,NOUN
3241,PRON,.
3242,DET,.
3243,DET,.
3244,ADJ,NOUN
3245,NOUN,.
3246,.,.
3247,DET,.
